,tweet,sentiment
13816,clarifi moment member congress vote precis question whether it s true emerg,positive
13817,today visit rev dr mlk jr site overheard peopl struggl pronounc mahatma gandhi s name abl help learn pronounc name heart touch moment blackhistorymonth tugglen,neutral
13818,piyushgoy great repli rahul gandhi kudo piyush ji comment make india rahul show cheap antin mindset congress congress want anyth good india congress yrs think anyth make india,positive
13819,dear hindus elect rahul ghandi akhilesh kejriw mamata maya lalu cb naidu cs rao pawar stalin gowda sitaram raja ajit singh press nota would mean vote amp destruct,positive
13820,rahul gandhi said there one thing useless whatsapp mute button western countri apolog genocid slaveri violent imperi conquest ongo econom exploit reconciliatori system upheav repar felt that,negative
13821,read use thread aditya figur peopl wait someth like pulwanaattack happen mock govt amp rw urbannax network strategi beyond comprehens it s sad see congress play design,negative
13822,palestin path liber pass us congress peopl,neutral
13823,gauravpandhi farzigandhi italian bargirl amp son piddi dream make rahul gandhi pm india enjoy piddi mungheri lal ke hashin sapn,positive
13824,senmikele claypaulnobl constitut allow execut branch endrun legisl branch never intent law support declar emerg hope everi member congress regardless parti vote make clear futur presid,positive
13825,soni tv congress s turn set exampl retweet want captamarind remov navjot singh sidhu cabinet alreadi demand action sidhu within punjab congress unit itself let s unit terrorist amp apologist,positive
13826,musheerabad veryurg need group blood rahul gandhi hospit call bloodaid via akshayreddyk cc warasigudasai wearehyderabad rapolunikhil bloodmatt,neutral
13827,screen wait readi safe transport team barcelona mobil world congress logist exhibit mobileworldcongress logisticsexpert fair,positive
13828,disruptionofcorrupt congress coal amp spectrum alloc,neutral
13829,congress think loot countri enough time hand u deliv noth weak economyand fill ur polit shut,negative
13830,make suggest yellow vest pick remain mps leav constitu protest outsid surgeri keep legal civilis though rahul gandhi peac mean same,negative
13831,crackpot md general assembl reimpos health care penalti us congress repeal thedailyrecord wonder manufactur flock tradepointatl sparrow point,positive
13832,big news second year row congress vote reject deep disproportion cut global health humanitarian assist program propos administr presid sign bill today help kid around world,neutral
13833,happen rahul rahul gandhi uri attack rebuk armi surgic strike amp stray dog demean chief armi congress parti entir histori never support armi today sake elect sing differ tune wah,positive
13834,cananyonecm marin corp year went iraq twice didn t murder anyon didn t rape anyon congress presid told us go fulfil mission peopl want problem war vote call repres chang,neutral
13835,ucl deleg visit india next week stay tune uclindia fact first up know mahatma gandhi regist ucl law still copi librari card,positive
13836,mschmitt gtconwayd here get instead go effort tri get money approv congress use normal go to strategi hire bunch contractor build wall stiff work done,negative
13837,opportun express view emin women leader legisl particip fun competit top speaker award cash prize well internship member parliament congress parti regist,positive
13838,took protect public land bring divid congress togeth overwhelm bipartisan bill support broad divers coalit advoc perman author land water conserv fund protectpublicland,positive
13839,oh no rahul ji u guy even think anyway plz cannot see train scam happen seen enough ur parti think right bofor scam u eat sleep make blunder repeat next day thnx entertain,positive
13840,in congress allow violenc women act laps,neutral
13841,congress cell head share ndtv s half truth discredit vand bharat express insensit drag pulwama terror attack,negative
13842,dbongino goe show becom member congress realli amaz accomplish neither get degre econom boston univers with honor less,negative
13843,know among neta abhineta three peopl truli know understand pain lose love one mindless act violenc horror pain love one blown away piec blast rahul gandhi priyanka rahul gandhi mother,positive
13844,pragmat mean won t fight billion profit insur healthcar drug industri given congress have goto excus threaten billion profit rich would lose,positive
13845,guess state record academ colleagu enabl genocid guatemala illeg run gun rebel nicaragua get bust lie congress i am actual go offer kind word twitter look new job,positive
13846,laura live talk dark amp protest pm w th st nyni go congress today,negative
13847,first thing win elect pass women reserv bill parliament want see women posit leadership congress presid rahul gandhi swagathamrahul gandhi,positive
13848,lollipop lil wayn librari congress,neutral
13849,salman nizami close rahul rahul gandhi congress spokesperson rahul rahul gandhi take action,positive
13850,gao give congress goahead gdprlike privaci legisl cybersecur privaci avrohomg jolaburnett digitalcloudg billmew nevillegaunt,neutral
13851,congress presid rahul gandhi terribl tragedi type violenc done soldier absolut disgust stand togeth jawan forc divid break countri pulwamaattack pulwamaterrorattack crpfjawan crpf,neutral
13852,indian oversea congress incoversea join peopl india shock outrag grief infect deep wound caus senseless attack crpfindia crpf convoy j amp k pulwamaattack,negative
13853,could teach congress senat thing,neutral
13854,sonytv congress dare desh drohi sacksidhufrompunjabcabinet,neutral
13855,rosenthalhealth dutchroja seem like someth congress couldshould address transpar,neutral
13856,sohrabahmari war crime lie congress it,neutral
13857,sephillip aileenbsmith edkrassen reuter wrong one say migrant bad evil say requir screen process vet attempt enter countri congress blame situat alway fail job,negative
13858,live congress presid rahul rahul gandhi address public gather alwar rajasthan,positive
13859,omarabdullah equal mind boggl wen spineless creed congress leadrshp didnt dare nail ur father downright wen innoc kashmiri hindus masscrd media referrd abt ur father alledgd hand supprtng insurg amp failur part amp seprtst r roam free,positive
13860,congress parti show way appoint apsara reddi transgend part india mahila congress,neutral
13861,polit will congress aishwarya mahadev womensreservationbil,neutral
13862,piyushgoy rahul gandhi strang drug addict noth know noth achiev noth move around fake gandhi yr young among old talk failur famili kept india poor n unskil n young man comment like fool,negative
13863,let s clarifi even low iq repmaxinewat understand emerg isn t illeg it s moron congress refus step job protect countri breitbartnew,negative
13864,head cnn new day weekend discuss presid s nation emerg declar congress s recent bipartisan compromis spend bill secur border keep govern open tune in,positive
13865,train got hit obstacl halt safeti check rahul declar make india flunk blame bring forth braindamag rahul would say made sexual congress fail,neutral
13866,rahul gandhi hello rahul gandhi utter stupid train move hit extern object caus safeti system appli brake instant prove train make india work fine safeti system work plain stupid,negative
13867,could see minist speak like troll cri congress rule year bring someth new next time mr x,positive
